Date,Month,Platform,Customer_Segment,Campaign_Type,Region,Ad_Spend,Campaign_Score,Competitor_Index,Economic_Index,Discount_Pct,Channels_Used,CSAT_Score,Website_Traffic,Seasonal_Factor,Sales
2022-01-01,1,Print,Seniors (51+),Brand Awareness,West,18757.63,,0.182,1.081,2.45,4,3.74,4984,0.75,9440.83
2022-01-01,1,Print,Young Adults (26-35),Brand Awareness,East,9431.8,69.07,0.668,0.866,19.29,2,3.96,10751,0.75,8226.02
2022-01-01,1,Email,Youth (18-25),Lead Generation,Central,12395.31,71.82,0.39,0.786,20.62,4,2.65,1635,0.75,6946.49
2022-01-01,1,TV,Middle-Aged (36-50),Retargeting,South,9240.77,87.42,0.169,0.957,11.12,3,3.82,2927,0.75,8625.24
2022-01-01,1,Radio,Seniors (51+),Retargeting,South,29942.87,63.88,0.774,1.093,26.27,5,3.69,3786,0.75,15128.08
2022-01-01,1,TV,Middle-Aged (36-50),Lead Generation,East,40932.83,40.34,0.371,1.026,25.29,3,3.69,33095,0.75,29394.2
2022-01-01,1,Social Media,Youth (18-25),Retargeting,North,17730.71,94.2,0.275,1.086,5.25,5,3.95,1404,0.75,15158.26
2022-01-01,1,Google Ads,Seniors (51+),Brand Awareness,East,9515.61,51.7,0.797,0.798,27.13,5,3.98,5114,0.75,5759.7
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,West,12818.73,80.87,0.822,1.032,13.23,5,3.97,2025,0.75,9496.32
2022-01-01,1,Print,Middle-Aged (36-50),Brand Awareness,South,13624.16,89.46,0.371,1.065,21.71,1,3.26,49474,0.75,4053.38
2022-01-01,1,Email,Seniors (51+),Retargeting,South,,76.26,0.384,0.865,24.42,3,3.67,6417,0.75,5036.86
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,South,23835.44,78.96,0.564,1.086,15.15,4,3.65,1894,0.75,13973.9
2022-01-01,1,Email,Middle-Aged (36-50),Lead Generation,North,21163.69,84.34,0.687,0.989,11.97,2,4.06,947,0.75,15270.11
2022-01-01,1,Email,Youth (18-25),Lead Generation,North,62345.15,72.37,0.151,1.3,27.46,4,3.32,9063,0.75,30293.94
2022-01-01,1,Google Ads,Young Adults (26-35),Seasonal Promo,Central,46880.16,92.51,0.575,0.782,6.93,3,3.9,5961,0.75,36418.62
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,East,6729.96,91.19,0.862,1.137,7.71,2,4.6,9281,0.75,3857.41
2022-01-01,1,Email,Young Adults (26-35),Retargeting,East,30342.31,74.66,0.31,0.961,10.85,4,2.47,1796,0.75,22729.34
2022-01-01,1,Google Ads,Young Adults (26-35),Retargeting,West,5161.83,93.66,0.827,0.838,25.78,2,,31833,0.75,6032.73
2022-01-01,1,TV,Youth (18-25),Seasonal Promo,South,26793.97,81.52,0.86,0.947,28.16,3,2.81,5334,0.75,19086.44
2022-01-01,1,Google Ads,Young Adults (26-35),Product Launch,North,7969.57,66.11,0.315,1.028,6.6,5,3.8,7513,0.75,7828.58
2022-01-01,1,TV,Youth (18-25),Brand Awareness,West,4801.8,68.76,0.703,1.104,25.92,3,4.22,9172,0.75,5574.97
2022-01-01,1,Email,Seniors (51+),Brand Awareness,West,17677.45,65.82,0.291,1.172,7.75,1,3.54,5446,0.75,11975.57
2022-01-01,1,Email,Corporate,Seasonal Promo,North,920.97,89.44,0.69,1.142,29.12,2,4.26,18134,0.75,5529.32
2022-01-01,1,Radio,Youth (18-25),Lead Generation,East,2319.31,69.69,0.738,0.903,17.92,3,4.48,2893,0.75,1831.11
2022-01-01,1,Google Ads,Corporate,Retargeting,South,11187.01,79.52,0.298,1.113,0.21,5,4.0,13661,0.75,9897.17
2022-01-01,1,Social Media,Middle-Aged (36-50),Retargeting,East,14507.8,38.62,0.673,1.039,1.02,5,3.54,18641,0.75,8668.53
2022-01-01,1,Social Media,Young Adults (26-35),Retargeting,West,9234.31,82.52,0.75,0.935,4.42,3,,13858,0.75,9496.72
2022-01-01,1,TV,Youth (18-25),Product Launch,South,2753.32,79.34,0.387,0.979,5.63,4,4.64,20626,0.75,4442.06
2022-01-01,1,Email,Middle-Aged (36-50),Product Launch,Central,5896.46,54.47,0.234,0.929,23.03,3,3.13,2367,0.75,6948.54
2022-01-01,1,Email,Seniors (51+),Seasonal Promo,West,19755.94,84.63,0.174,1.004,6.68,5,4.35,8075,0.75,11579.76
2022-01-01,1,Social Media,Middle-Aged (36-50),Lead Generation,East,23903.54,75.73,0.56,0.927,29.07,3,3.16,7460,0.75,16470.89
2022-01-01,1,Social Media,Youth (18-25),Seasonal Promo,East,13144.74,77.89,0.882,0.897,19.08,1,3.04,5297,0.75,8080.89
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,East,42481.92,62.89,0.758,1.048,20.78,4,3.18,9199,0.75,23446.03
2022-01-01,1,Google Ads,Young Adults (26-35),Brand Awareness,North,19878.56,74.52,0.449,1.063,6.53,3,3.78,16432,0.75,12211.77
2022-01-01,1,Email,Young Adults (26-35),Seasonal Promo,West,6326.77,40.49,0.529,0.981,26.78,5,4.43,2386,0.75,4969.61
2022-01-01,1,Google Ads,Young Adults (26-35),Lead Generation,South,10092.0,53.76,0.324,1.137,20.03,3,2.79,1469,0.75,9853.6
2022-01-01,1,Google Ads,Young Adults (26-35),Brand Awareness,East,3285.04,93.32,0.23,0.974,25.93,3,4.29,4003,0.75,2658.21
2022-01-01,1,Radio,Seniors (51+),Brand Awareness,East,11990.39,56.92,0.486,0.97,28.69,2,3.72,409,0.75,7140.84
2022-01-01,1,Google Ads,Corporate,Seasonal Promo,North,40623.44,64.12,0.471,1.066,3.77,3,3.25,4585,0.75,33601.86
2022-01-01,1,Google Ads,Young Adults (26-35),Retargeting,South,,86.28,0.518,0.987,2.9,1,4.1,20530,0.75,19992.22
2022-01-01,1,TV,Corporate,Retargeting,West,54285.33,75.38,0.862,1.008,24.1,5,,1183,0.75,46382.34
2022-01-01,1,Google Ads,Young Adults (26-35),Brand Awareness,Central,9868.61,84.4,0.583,0.748,25.98,2,4.93,3236,0.75,8894.93
2022-01-01,1,Email,Young Adults (26-35),Seasonal Promo,North,51333.55,95.34,0.585,1.002,17.51,3,,1577,0.75,38361.72
2022-01-01,1,TV,Young Adults (26-35),Seasonal Promo,West,11011.5,76.17,0.202,0.817,10.98,4,3.83,7307,0.75,9264.11
2022-01-01,1,Radio,Middle-Aged (36-50),Lead Generation,Central,58196.77,59.41,0.897,0.878,19.58,1,4.12,9291,0.75,32256.94
2022-01-01,1,Social Media,Corporate,Lead Generation,East,13070.89,61.65,0.718,0.866,9.17,1,,5021,0.75,11783.81
2022-01-01,1,Radio,Middle-Aged (36-50),Brand Awareness,East,27098.44,48.49,0.802,0.896,7.15,1,4.52,2477,0.75,14277.94
2022-01-01,1,Google Ads,Young Adults (26-35),Product Launch,South,58402.41,79.05,0.431,0.945,14.64,2,4.26,5944,0.75,42359.05
2022-01-01,1,Social Media,Middle-Aged (36-50),Retargeting,Central,11010.14,60.49,0.502,0.951,6.48,3,4.49,16937,0.75,8092.64
2022-01-01,1,Google Ads,Youth (18-25),Product Launch,East,16620.45,79.64,0.518,1.066,14.51,1,4.4,11964,0.75,12686.16
2022-01-01,1,Print,Seniors (51+),Lead Generation,East,48477.91,37.98,0.255,1.022,28.7,3,4.25,3271,0.75,17650.09
2022-01-01,1,Google Ads,Middle-Aged (36-50),Seasonal Promo,South,11695.94,,0.652,0.81,25.19,4,3.6,3553,0.75,10440.32
2022-01-01,1,Google Ads,Young Adults (26-35),Seasonal Promo,West,3565.67,84.37,0.822,1.008,,3,4.43,3457,0.75,3137.32
2022-01-01,1,Email,Middle-Aged (36-50),Retargeting,East,113892.13,95.01,0.231,1.032,24.19,3,3.59,8025,0.75,69950.24
2022-01-01,1,Social Media,Middle-Aged (36-50),Product Launch,North,8351.83,73.1,0.169,0.967,10.64,3,3.93,1234,0.75,9164.48
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,North,15658.29,77.83,0.691,0.994,24.36,5,3.61,8456,0.75,12680.69
2022-01-01,1,Social Media,Middle-Aged (36-50),Brand Awareness,West,42446.79,,0.319,1.019,27.69,2,4.14,2860,0.75,25678.6
2022-01-01,1,Social Media,Young Adults (26-35),Retargeting,Central,7269.96,54.34,0.599,1.076,28.41,3,4.44,3770,0.75,10771.22
2022-01-01,1,Social Media,Middle-Aged (36-50),Seasonal Promo,South,4876.25,76.66,0.657,0.843,20.5,1,3.6,2366,0.75,8864.5
2022-01-01,1,Social Media,Seniors (51+),Retargeting,North,17218.46,86.15,0.358,0.976,6.34,5,3.09,10211,0.75,11751.13
2022-01-01,1,Email,Seniors (51+),Brand Awareness,North,2223.69,85.73,0.752,1.151,1.19,3,4.31,2716,0.75,3605.95
2022-01-01,1,Social Media,Middle-Aged (36-50),Retargeting,West,10017.55,58.47,0.54,1.142,4.42,5,4.32,1883,0.75,7805.16
2022-01-01,1,Google Ads,Middle-Aged (36-50),Lead Generation,Central,17069.33,60.75,0.795,1.085,28.97,2,4.58,2754,0.75,10309.21
2022-01-01,1,Radio,Youth (18-25),Lead Generation,Central,10199.03,77.52,0.711,1.054,13.86,5,4.25,1665,0.75,6790.36
2022-01-01,1,Google Ads,Seniors (51+),Retargeting,West,2854.21,82.81,0.795,1.165,25.65,1,4.26,11634,0.75,3252.41
2022-01-01,1,Email,Young Adults (26-35),Seasonal Promo,North,65787.03,75.42,0.116,1.192,13.95,3,3.44,1631,0.75,42909.65
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,South,14817.11,70.4,0.295,0.987,19.82,1,4.17,4706,0.75,11203.58
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,North,55890.64,71.02,0.172,0.903,0.72,4,,2564,0.75,35433.4
2022-01-01,1,Social Media,Youth (18-25),Lead Generation,Central,10300.67,71.26,0.454,0.973,7.5,5,3.52,23589,0.75,6306.4
2022-01-01,1,Social Media,Middle-Aged (36-50),Brand Awareness,North,5541.32,79.5,0.812,1.3,13.09,5,3.19,7502,0.75,2776.22
2022-01-01,1,Social Media,Youth (18-25),Seasonal Promo,South,17486.44,86.59,0.474,0.843,18.92,5,3.87,2619,0.75,11280.68
2022-01-01,1,Social Media,Middle-Aged (36-50),Product Launch,East,10766.7,76.41,0.78,0.953,5.15,2,4.27,5834,0.75,9273.75
2022-01-01,1,Social Media,Young Adults (26-35),Lead Generation,North,4114.36,74.59,0.362,0.859,22.94,1,3.91,1979,0.75,6394.64
2022-01-01,1,Social Media,Youth (18-25),Seasonal Promo,West,58092.06,77.81,0.372,1.012,10.93,4,4.69,9618,0.75,40129.83
2022-01-01,1,Google Ads,Middle-Aged (36-50),Seasonal Promo,East,7170.49,75.54,0.816,0.88,24.52,2,3.37,5812,0.75,4652.96
2022-01-01,1,Social Media,Youth (18-25),Seasonal Promo,West,2121.19,82.2,0.441,0.989,2.94,2,3.04,7472,0.75,5221.63
2022-01-01,1,Google Ads,Young Adults (26-35),Brand Awareness,West,50421.15,55.34,0.732,0.805,20.39,3,4.51,1893,0.75,27324.26
2022-01-01,1,Google Ads,Middle-Aged (36-50),Product Launch,West,8068.33,58.73,0.289,1.062,8.8,4,3.1,1231,0.75,8127.05
2022-01-01,1,Email,Youth (18-25),Lead Generation,North,7274.83,18.29,0.859,1.122,23.86,5,3.96,931,0.75,6004.41
2022-01-01,1,Social Media,Seniors (51+),Lead Generation,Central,2286.12,52.07,0.56,0.962,12.07,5,4.5,1004,0.75,5561.03
2022-01-01,1,TV,Youth (18-25),Brand Awareness,East,76186.65,86.69,0.707,0.986,19.96,3,3.91,4968,0.75,43802.6
2022-01-01,1,Email,Young Adults (26-35),Lead Generation,South,3679.45,80.4,0.172,0.984,28.03,5,3.45,33584,0.75,6639.02
2022-01-01,1,Social Media,Middle-Aged (36-50),Brand Awareness,Central,14163.87,42.13,0.494,1.018,0.62,1,,3296,0.75,8668.25
2022-01-01,1,Radio,Young Adults (26-35),Brand Awareness,North,33276.95,81.61,0.821,0.996,0.33,5,3.89,2755,0.75,15129.07
2022-01-01,1,Radio,Youth (18-25),Lead Generation,West,20367.93,60.46,0.802,1.077,23.11,1,3.69,4655,0.75,11267.53
2022-01-01,1,Social Media,Young Adults (26-35),Seasonal Promo,South,12586.07,89.4,0.137,1.123,19.39,3,4.62,2239,0.75,13032.25
2022-01-01,1,Social Media,Young Adults (26-35),Seasonal Promo,East,2436.54,79.8,0.343,0.919,8.79,3,3.61,1364,0.75,2716.19
2022-01-01,1,TV,Seniors (51+),Lead Generation,Central,5944.82,87.3,0.455,0.969,14.83,1,3.5,2554,0.75,6949.08
2022-01-01,1,Email,Young Adults (26-35),Seasonal Promo,Central,16119.75,82.37,0.238,1.09,1.26,5,3.35,3916,0.75,12363.95
2022-01-01,1,Social Media,Seniors (51+),Seasonal Promo,South,6080.4,69.98,0.684,0.858,5.77,3,4.41,31552,0.75,4106.01
2022-01-01,1,Social Media,Seniors (51+),Seasonal Promo,North,16372.52,80.46,0.248,0.803,12.73,3,4.01,3015,0.75,11691.56
2022-01-01,1,Google Ads,Young Adults (26-35),Brand Awareness,East,26416.48,71.58,0.377,1.023,25.02,1,3.56,5971,0.75,15096.0
2022-01-01,1,Google Ads,Corporate,Retargeting,South,,64.39,0.631,1.05,14.39,3,3.08,1246,0.75,27455.17
2022-01-01,1,Email,Young Adults (26-35),Product Launch,West,3919.9,76.38,0.486,0.928,17.59,5,4.5,9836,0.75,5850.52
2022-01-01,1,Google Ads,Corporate,Retargeting,East,120168.0,56.03,0.691,0.942,26.21,3,3.56,2346,0.75,94940.53
2022-01-01,1,Google Ads,Youth (18-25),Lead Generation,Central,28781.25,57.17,0.869,0.924,,1,2.89,1588,0.75,15985.83
2022-01-01,1,Email,Middle-Aged (36-50),Retargeting,South,13336.85,78.61,0.193,0.913,,5,3.84,1757,0.75,11035.09
2022-01-01,1,Social Media,Young Adults (26-35),Retargeting,Central,39717.08,72.69,0.668,1.069,,4,4.32,2586,0.75,31584.77
2022-01-01,1,Social Media,Young Adults (26-35),Retargeting,Central,142259.45,80.09,0.284,0.882,6.08,1,4.16,1546,0.75,100995.91
2022-01-01,1,Email,Middle-Aged (36-50),Brand Awareness,Central,3169.34,,0.432,0.973,10.69,4,3.84,6576,0.75,2812.09
2022-01-01,1,Radio,Middle-Aged (36-50),Lead Generation,North,10665.16,20.6,0.126,0.909,29.39,3,3.58,1661,0.75,7020.42
2022-01-01,1,Google Ads,Youth (18-25),Seasonal Promo,Central,1238.39,93.56,0.209,0.854,29.5,5,3.52,9375,0.75,2842.33
2022-01-01,1,Google Ads,Youth (18-25),Seasonal Promo,West,16198.14,93.44,0.356,1.087,6.7,3,4.44,2955,0.75,10183.36
2022-01-01,1,Social Media,Middle-Aged (36-50),Brand Awareness,West,19252.46,67.95,0.374,0.948,1.99,5,2.82,1964,0.75,13550.36
2022-01-01,1,Google Ads,Middle-Aged (36-50),Product Launch,East,12846.64,81.9,0.82,1.019,8.13,2,3.33,2481,0.75,12847.32
2022-01-01,1,Google Ads,Corporate,Lead Generation,Central,6942.84,54.61,0.693,0.849,11.93,3,3.75,1780,0.75,6381.55
2022-01-01,1,Social Media,Seniors (51+),Retargeting,Central,1720.7,96.23,0.878,0.926,13.23,3,2.8,5022,0.75,4107.73
2022-01-01,1,Social Media,Corporate,Seasonal Promo,South,19409.81,67.1,0.579,1.076,18.56,3,3.69,2849,0.75,20942.41
2022-01-01,1,Google Ads,Middle-Aged (36-50),Seasonal Promo,North,57264.4,91.34,0.293,1.259,26.99,1,3.19,14933,0.75,42014.82
2022-01-01,1,Social Media,Young Adults (26-35),Product Launch,East,7398.12,62.96,0.362,0.802,9.91,5,4.04,490,0.75,7088.77
2022-01-01,1,Google Ads,Youth (18-25),Lead Generation,Central,20744.99,74.87,0.356,0.98,25.5,5,3.51,15805,0.75,13168.41
2022-01-01,1,Social Media,Seniors (51+),Seasonal Promo,South,2784.59,76.37,0.361,1.041,2.8,5,3.6,2508,0.75,3182.09
2022-01-01,1,Google Ads,Middle-Aged (36-50),Brand Awareness,North,21103.9,85.9,0.638,0.938,1.26,1,3.48,24353,0.75,13634.95
2022-01-01,1,Social Media,Youth (18-25),Seasonal Promo,East,9014.75,95.24,0.525,1.085,15.12,5,4.14,5544,0.75,8585.5
2022-01-01,1,Radio,Young Adults (26-35),Seasonal Promo,East,6232.81,86.71,0.408,0.913,1.79,3,,16312,0.75,4679.89
2022-01-01,1,Email,Corporate,Retargeting,Central,6245.62,82.39,0.219,1.015,11.77,4,4.27,4554,0.75,6658.87
2022-01-01,1,Email,Middle-Aged (36-50),Lead Generation,East,9012.69,93.06,0.118,0.948,26.9,2,,4283,0.75,4821.34
2022-01-01,1,TV,Young Adults (26-35),Seasonal Promo,South,19583.32,45.18,0.275,1.122,7.24,5,3.66,1902,0.75,15678.6
2022-01-01,1,Google Ads,Young Adults (26-35),Brand Awareness,East,3596.93,68.23,0.186,0.932,21.18,1,3.45,4485,0.75,5009.05
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,West,8981.16,90.9,0.728,0.965,9.07,1,3.59,1808,0.75,7874.83
2022-01-01,1,Google Ads,Young Adults (26-35),Seasonal Promo,South,12817.01,53.19,0.19,1.095,1.35,5,5.0,5927,0.75,12674.3
2022-01-01,1,Email,Young Adults (26-35),Lead Generation,North,4451.34,69.56,0.679,0.897,16.7,4,3.49,5775,0.75,5101.28
2022-01-01,1,Email,Youth (18-25),Seasonal Promo,North,80552.56,66.37,0.409,1.007,25.05,5,3.71,4347,0.75,44540.8
2022-01-01,1,Google Ads,Seniors (51+),Lead Generation,Central,5690.22,74.36,0.159,0.818,12.28,1,3.91,16932,0.75,7963.4
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,Central,6840.14,78.57,0.75,0.891,18.52,2,4.07,8083,0.75,5882.11
2022-01-01,1,Social Media,Seniors (51+),Seasonal Promo,West,5022.54,72.65,0.564,1.038,27.0,4,3.85,1958,0.75,4839.52
2022-01-01,1,Google Ads,Seniors (51+),Retargeting,North,80698.89,79.43,0.289,0.901,23.69,5,4.69,8676,0.75,42786.47
2022-01-01,1,Email,Young Adults (26-35),Brand Awareness,North,23223.16,85.67,0.816,0.946,5.82,2,3.92,12734,0.75,12770.59
2022-01-01,1,Email,Middle-Aged (36-50),Seasonal Promo,North,5236.5,45.57,0.136,1.049,22.0,5,3.73,448,0.75,5893.33
2022-01-01,1,Google Ads,Young Adults (26-35),Retargeting,North,40385.72,74.3,0.261,0.942,15.06,4,4.28,1664,0.75,28195.17
2022-01-01,1,Print,Seniors (51+),Retargeting,East,16329.01,52.78,0.702,1.082,22.38,1,3.36,3074,0.75,7300.53
2022-01-01,1,Email,Young Adults (26-35),Lead Generation,South,17279.11,79.82,0.668,1.022,14.84,4,4.07,2177,0.75,11283.62
2022-01-01,1,Social Media,Middle-Aged (36-50),Seasonal Promo,South,9466.58,71.65,0.331,1.044,3.84,3,3.61,9303,0.75,6376.22
2022-01-01,1,Social Media,Middle-Aged (36-50),Seasonal Promo,West,6314.37,80.28,0.15,1.124,17.1,5,4.44,2025,0.75,3707.99
2022-01-01,1,Social Media,Young Adults (26-35),Seasonal Promo,East,18727.83,76.66,0.786,1.032,14.76,2,4.48,1818,0.75,13815.57
2022-01-01,1,Social Media,Youth (18-25),Brand Awareness,North,7745.85,54.55,0.351,1.154,15.54,2,3.71,6239,0.75,7571.15
2022-01-01,1,Social Media,Middle-Aged (36-50),Seasonal Promo,North,82187.26,80.65,0.257,1.091,,4,3.36,3901,0.75,58945.08
2022-01-01,1,Social Media,Middle-Aged (36-50),Retargeting,Central,3754.49,53.03,0.513,0.948,26.85,4,2.87,15101,0.75,4055.64
2022-01-01,1,Social Media,Young Adults (26-35),Retargeting,Central,62078.61,73.26,0.828,1.129,13.61,4,3.91,7121,0.75,43486.35
2022-01-01,1,Social Media,Middle-Aged (36-50),Lead Generation,West,11952.33,90.53,0.135,1.026,13.67,2,,147670,0.75,12266.64
2022-01-01,1,Radio,Young Adults (26-35),Seasonal Promo,North,18017.26,81.44,0.713,0.961,15.46,1,3.76,1651,0.75,11999.44
2022-01-01,1,Social Media,Middle-Aged (36-50),Seasonal Promo,West,30735.01,74.98,0.558,1.028,15.59,2,3.52,1065,0.75,22237.18
2022-01-01,1,Google Ads,Youth (18-25),Brand Awareness,East,7113.51,74.04,0.44,1.111,28.51,1,4.08,19452,0.75,3000.14
2022-01-01,1,Google Ads,Seniors (51+),Lead Generation,South,31705.59,65.12,0.695,1.046,19.48,4,3.79,105524,0.75,13758.84
2022-01-01,1,Print,Young Adults (26-35),Seasonal Promo,North,891.1,31.36,0.873,1.182,8.32,3,3.52,3931,0.75,2945.49
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,East,6502.95,77.94,0.283,1.109,15.95,2,4.22,3575,0.75,8873.87
2022-01-01,1,Google Ads,Youth (18-25),Product Launch,North,5302.52,81.9,0.215,1.052,18.82,4,3.25,5581,0.75,6478.85
2022-01-01,1,Print,Youth (18-25),Retargeting,Central,3814.23,45.99,0.83,0.897,19.19,2,4.08,2095,0.75,3974.18
2022-01-01,1,TV,Middle-Aged (36-50),Retargeting,West,10775.66,76.71,0.635,0.982,17.56,4,4.83,702,0.75,13098.72
2022-01-01,1,TV,Young Adults (26-35),Lead Generation,Central,19648.38,83.72,0.45,1.007,5.33,2,4.28,6265,0.75,16828.4
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,South,26974.84,43.74,0.559,1.07,1.01,5,3.6,4961,0.75,13173.88
2022-01-01,1,Social Media,Youth (18-25),Product Launch,Central,16998.44,,0.696,1.064,10.14,2,3.29,1232,0.75,13988.54
2022-01-01,1,Email,Young Adults (26-35),Lead Generation,North,6865.79,47.4,0.718,1.017,12.83,5,4.27,2651,0.75,7433.31
2022-01-01,1,Radio,Young Adults (26-35),Seasonal Promo,Central,19322.32,56.21,0.836,1.012,1.85,1,3.19,1204,0.75,13896.58
2022-01-01,1,Email,Youth (18-25),Lead Generation,North,15127.74,61.24,0.441,1.072,24.45,2,3.8,7126,0.75,8740.16
2022-01-01,1,Email,Youth (18-25),Brand Awareness,South,34066.04,74.3,0.335,0.914,10.32,1,4.16,4784,0.75,16900.17
2022-01-01,1,Social Media,Young Adults (26-35),Brand Awareness,Central,29054.73,70.94,0.612,1.17,27.41,3,3.3,5779,0.75,17482.22
2022-01-01,1,TV,Young Adults (26-35),Retargeting,West,13773.15,81.07,0.433,0.795,4.63,5,3.27,8265,0.75,12829.18
2022-01-01,1,Social Media,Young Adults (26-35),Product Launch,West,5446.6,78.79,0.576,1.146,1.71,2,,14709,0.75,7236.58
2022-01-01,1,Google Ads,Middle-Aged (36-50),Lead Generation,West,6953.84,,0.436,0.995,14.47,1,4.6,5872,0.75,9785.58
2022-01-01,1,Google Ads,Middle-Aged (36-50),Lead Generation,Central,7709.52,63.35,0.222,1.1,5.67,4,4.65,9092,0.75,7753.11
2022-01-01,1,Google Ads,Youth (18-25),Lead Generation,Central,9747.18,60.76,0.476,1.036,28.12,1,4.64,30304,0.75,7450.67
2022-01-01,1,Social Media,Young Adults (26-35),Retargeting,Central,17466.68,24.88,0.653,1.035,0.31,2,4.71,12920,0.75,13042.09
2022-01-01,1,Social Media,Corporate,Lead Generation,North,27314.54,51.06,0.739,1.055,12.38,3,3.48,6113,0.75,21313.89
2022-01-01,1,Email,Middle-Aged (36-50),Seasonal Promo,South,12693.96,83.17,0.495,1.081,27.8,5,2.89,5748,0.75,10002.7
2022-01-01,1,Social Media,Middle-Aged (36-50),Retargeting,West,13576.9,89.17,0.232,0.967,11.53,4,4.65,2144,0.75,12013.21
2022-01-01,1,Email,Young Adults (26-35),Retargeting,North,15418.24,78.46,0.432,1.103,2.79,1,4.26,2574,0.75,13339.71
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,West,7975.22,92.96,0.729,0.892,9.09,2,4.22,4453,0.75,4231.52
2022-01-01,1,Google Ads,Seniors (51+),Product Launch,North,5295.47,54.09,0.43,0.999,14.94,2,3.28,3450,0.75,6185.37
2022-01-01,1,Google Ads,Middle-Aged (36-50),Brand Awareness,Central,2308.98,63.98,0.657,1.084,5.55,5,3.85,32385,0.75,2899.57
2022-01-01,1,Social Media,Corporate,Brand Awareness,West,6666.5,58.37,0.506,1.1,14.0,4,3.88,7135,0.75,5659.01
2022-01-01,1,Google Ads,Youth (18-25),Retargeting,Central,21442.83,85.59,0.293,1.046,25.09,1,3.77,6571,0.75,15368.46
2022-01-01,1,Social Media,Youth (18-25),Retargeting,West,6614.96,79.69,0.737,0.961,26.18,1,,15885,0.75,5847.58
2022-01-01,1,Social Media,Seniors (51+),Lead Generation,East,10532.2,59.38,0.167,1.09,1.48,1,2.85,5902,0.75,7923.91
2022-01-01,1,Print,Seniors (51+),Lead Generation,North,,74.63,0.52,0.933,4.83,5,3.42,3729,0.75,10190.98
2022-01-01,1,Google Ads,Youth (18-25),Seasonal Promo,East,22486.93,84.76,0.267,1.175,8.26,5,2.36,6363,0.75,16906.01
2022-01-01,1,TV,Young Adults (26-35),Brand Awareness,North,4539.02,94.4,0.154,0.992,17.85,4,3.59,7379,0.75,7793.92
2022-01-01,1,Social Media,Youth (18-25),Seasonal Promo,South,36208.87,79.62,0.502,0.846,10.83,1,3.49,19933,0.75,21437.4
2022-01-01,1,Email,Young Adults (26-35),Retargeting,West,41247.68,85.68,0.5,0.881,25.32,1,3.22,1264,0.75,27942.87
2022-01-01,1,TV,Seniors (51+),Lead Generation,South,4316.28,92.49,0.666,1.004,21.5,4,4.0,2346,0.75,4134.59
2022-01-01,1,Email,Middle-Aged (36-50),Lead Generation,South,5861.51,,0.696,1.014,3.01,4,3.63,4569,0.75,5572.06
2022-01-01,1,Google Ads,Young Adults (26-35),Lead Generation,North,43962.43,80.21,0.682,1.197,18.74,4,3.66,12546,0.75,27302.37
2022-01-01,1,Google Ads,Young Adults (26-35),Seasonal Promo,East,11535.06,71.43,0.428,0.896,3.39,2,4.5,10799,0.75,10506.46
2022-01-01,1,Google Ads,Youth (18-25),Retargeting,Central,1451.31,75.84,0.605,1.004,7.65,4,3.64,5477,0.75,646.11
2022-01-01,1,Radio,Young Adults (26-35),Lead Generation,North,3295.52,70.86,0.562,0.894,5.34,3,4.03,13620,0.75,4284.0
2022-01-01,1,TV,Middle-Aged (36-50),Retargeting,Central,10411.13,64.8,0.437,0.951,5.19,5,3.26,2505,0.75,9837.56
2022-01-01,1,Print,Corporate,Product Launch,South,4175.37,63.79,0.578,1.168,18.49,4,,32317,0.75,4121.51
2022-01-01,1,Social Media,Seniors (51+),Lead Generation,Central,8835.88,32.04,0.858,0.886,16.91,2,3.75,2130,0.75,5319.98
2022-01-01,1,Email,Youth (18-25),Product Launch,East,13799.62,44.65,0.254,1.059,,3,3.85,885,0.75,9089.91
2022-01-01,1,Radio,Seniors (51+),Lead Generation,North,57656.29,60.36,0.825,1.039,29.71,2,3.19,9001,0.75,21950.86
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,East,9992.06,77.75,0.143,0.998,12.66,2,3.24,1172,0.75,4831.64
2022-01-01,1,Social Media,Seniors (51+),Brand Awareness,East,39047.8,60.38,0.347,1.052,2.91,2,3.63,2954,0.75,18606.05
2022-01-01,1,Email,Young Adults (26-35),Lead Generation,North,55757.11,50.66,0.331,0.884,3.62,2,4.47,4259,0.75,34757.24
2022-01-01,1,Email,Young Adults (26-35),Brand Awareness,East,56067.39,46.53,0.601,1.166,17.52,1,3.08,7441,0.75,30316.49
2022-01-01,1,TV,Young Adults (26-35),Brand Awareness,West,17760.9,69.99,0.205,1.192,29.37,5,,13533,0.75,10361.7
